title,rating,body,author,date,processed_body
cafetera,"3,0 de 5 estrellas","Si no eres de hacer café en cápsulas o no te gusta estar constantemente desechando plástico, esta es tu cafetera, a destacar su fácil uso, simplemente añades agua al depósito (mínimo nivel 4) con esto tendrás para tres tazas y le echas en el filtro al destapar la cubierta superior el café con el dosificador que viene unas dos o tres cucharadas por cabeza, la calidad es muy buena y tiene un añadido por si quieres programar la cafetera la dejas enchufada, le das al temporizador con las horas hasta que quieras que esté listo y se prepara sólo, además tiene un stand by recien hecho que mantiene la taza de café caliente durante un buen rato.",evaljimbo,Revisado en España el 25 de julio de 2022,hacer cápsulas gusta constantemente desechando plástico destacar fácil uso simplemente añades depósito mínimo nivel tres tazas echas filtro destapar cubierta superior dosificador viene unas tres cucharadas cabeza calidad añadido quieres programar dejas enchufada da temporizador horas quieras listo prepara sólo además stand by recien hecho mantiene taza caliente buen rato
Mala calidad,"3,0 de 5 estrellas","Lleva 4 meses de uso y ya se esta desprendiendo el teflón de la base que calienta la jarra. Me puse en contacto con el servicio de Amazon para reclamar el producto y el servicio de atención fue genial, me pasaron el contacto de Cecotec y me cambiaron la cafetera sin complicaciones. Una pena que haya tenido un defecto tan pronto, pero me han resuelto el problema de forma rápida y sencilla y eso se agradece.",Cliente Amazon,Revisado en España el 8 de diciembre de 2022,lleva uso desprendiendo teflón base calienta jarra puse contacto servicio reclamar producto servicio atención genial pasaron contacto cecotec cambiaron complicaciones pena defecto tan pronto resuelto problema forma rápida sencilla agradece
Mala compra,"3,0 de 5 estrellas","La compré hace 8 meses, le he echo 1 descalcificación al mes, y desde hace dos semanas el café ya no sale. No sé si serà la resistència o calentador pero después de ponerla 3 ciclos seguidos sólo sale para 2 cafés. Caramelo envenenado....",Guillem,Revisado en España el 9 de mayo de 2023,compré echo descalcificación semanas sale sé serà resistència calentador después ponerla ciclos seguidos sólo sale cafés caramelo envenenado
Mala compra,"3,0 de 5 estrellas","Prové de hacer café con esta cafetera de todas las maneras y no me gustó nada, el café a mi gusto és demasiado claro. Yo utilizo en casa la cafetera italiana convencional de toda la vida y por el momento sigo con ella.",irene,Revisado en España el 11 de mayo de 2023,prové hacer toda maneras gustó gusto és demasiado claro utilizo casa italiana convencional toda vida momento sigo
Cálidas mediocre,"3,0 de 5 estrellas","Es bastante mediocre. Las hay mejores por menos precio.
La comprado y voy a usarla pero no vuelvo a comprar otra de esta marca.",Mª del Carmen Yus,Revisado en España el 25 de julio de 2023,bastante mediocre mejores menos precio comprado voy usarla vuelvo comprar marca
Decepción,"3,0 de 5 estrellas","De goteo las hay mejores y más barata. Calienta el café solo durante 40 minutos. Osea, si a la hora quieres tomar otro café te lo encuentras frío. Otra cosa, para que el café salga con sabor a café tienes que llenar el filtro de café y además ponerlo en la opción ""fuerte"" . No la recomendaría.",Carmen,Revisado en España el 8 de febrero de 2023,goteo mejores barata calienta solo minutos osea hora quieres tomar encuentras frío cosa salga sabor llenar filtro además ponerlo opción fuerte recomendaría
El diseño,"3,0 de 5 estrellas","No me gusta q cada vez q la desenchufo tenga q volver a ponerla en hora, mi cafetera vieja hacía mejor cafe , siempre salen posos ,la verdad es q la compre con mucha ilusión pero me ha desilusionado.
No la recomendaria!!!!",camino,Revisado en España el 5 de abril de 2023,gusta q cada vez q desenchufo q volver ponerla hora vieja hacía mejor siempre salen posos verdad q compre mucha ilusión desilusionado recomendaria
Ni la volvería a comprar,"3,0 de 5 estrellas","Es cable súper corto,y el café no se Ema tiene caliente , después de echo .",Herrera,Revisado en España el 22 de julio de 2023,cable súper corto ema caliente después echo
Limpieza tras uso regular,"3,0 de 5 estrellas","El sistema de limpieza no es muy bueno, porque sólo se extrae el filtro, quedando el portafiltros fijo dentro de la cafetera y no accesible para su limpieza",Jose Manuel,Revisado en España el 12 de abril de 2023,sistema limpieza bueno sólo extrae filtro quedando portafiltros fijo dentro accesible limpieza
PARA SER CECOTEC DEJA MUCHO QUE DESEAR,"3,0 de 5 estrellas","Compre esta cafetera pensando que sería buena dada l garantía que ofrece siempre Cecotec en otros productos que tengo de su marca.
No deja de ser una cafetera de goteo con muy poca calidad.
Se limpia bastante mal y el filtro es un tanto pequeño.
La opción de aroma intenso apenas se nota.
Lo único bueno es la opción que tiene de programar para que salte a cierta hora y tener el café listo.",Leticia Saez Sanchez,Revisado en España el 8 de agosto de 2022,compre pensando dada l garantía ofrece siempre cecotec productos marca deja ser goteo poca calidad limpia bastante mal filtro pequeño opción aroma intenso apenas nota único bueno opción programar salte cierta hora tener listo
Está bien,"3,0 de 5 estrellas","Está bien, sin más",Alicia,Revisado en España el 18 de julio de 2023,
Café mediocre,"3,0 de 5 estrellas","Tengo otra de otra marca y la calidad del café es muy superior, además en teoría se puede usar sin filtro de papel, pero sino se lo pones mete borra",Gemma,Revisado en España el 20 de marzo de 2023,marca calidad superior además teoría puede usar filtro papel sino pone mete borra
No muy buena,"3,0 de 5 estrellas",El café queda muy suave aunque eches mucho café,Marcos N.,Revisado en España el 8 de junio de 2023,queda suave aunque eches
Difícil de limpiar,"3,0 de 5 estrellas","Otro artículo que funciona de diez pero que cecotec vuelve a errar al no facilitar la limpieza y desmontaje de sus piezas, tiene zonas inaccesibles para limpiarlas y a la larga podrán acarrear errores",Aldo,Revisado en España el 13 de febrero de 2023,artículo funciona diez cecotec vuelve errar facilitar limpieza desmontaje piezas zona inaccesibles limpiarlas larga podrán acarrear errores
El café sabe a agua,"3,0 de 5 estrellas",Sabe el café mucho más suave que con la cafetera italiana echándole las mismas medidas y me ha venido con las pegatinas despegadas.,Yelx,Revisado en España el 30 de marzo de 2023,sabe suave italiana echándole mismas medidas venido pegatinas despegadas
Normal,"3,0 de 5 estrellas",Para hacer el café tengo que ir apagando la porque el café rebosa,Alejandra Torres Fernandez,Revisado en España el 2 de mayo de 2023,hacer ir apagando rebosa
Sucia,"3,0 de 5 estrellas",Se ensucia muchísimo con cada cafetera,Laura,Revisado en España el 26 de mayo de 2023,ensucia muchísimo cada
No muy recomendado la verdad,"3,0 de 5 estrellas","se ve muy inestable la estructura del plastico, totalmente delicado y con un mantenimiento exigible que te hace la cafetera un poco “dolor de cabeza”",Juanjito,Revisado en España el 16 de febrero de 2023,ve inestable estructura plastico totalmente delicado mantenimiento exigible dolor cabeza
Lo mejor: poder programar su uso,"3,0 de 5 estrellas","Después de usarla un par de semana, resumo. Es fácil de usar y sobretodo la recomiendo por su función para programar el café. Al principio me salía muy aguado, pero desde que uso filtros de papel, va mejor. Pongo 5 cucharadas de café para 4 tazas, y le añado un poquito de Canela en polvo, y está riquísimo. Aunque creo que si te gusta muy cargado, no es tu cafetera.
Tiene una pega para mi gusto, y es que la tapadera debería poder dejarse abierta sin que lo estuviera del todo, ya que condensa agua después de hacer café y, en mi caso, la tengo debajo del mueble de la cocina y no puedo abrirla del todo para que se seque sin desplazarla.",Inma Enríquez,Revisado en España el 4 de diciembre de 2020,después usarla par semana resumo fácil usar sobretodo recomiendo función programar principio salía aguado uso filtros papel va mejor pongo cucharadas tazas añado poquito canela polvo riquísimo aunque creo gusta cargado pega gusto tapadera debería poder dejarse abierta condensa después hacer caso debajo mueble cocina puedo abrirla seque desplazarla
Super practico,"3,0 de 5 estrellas","La verdad k estoy encanta levantarme de la cama y tener el café recién hecho es una maravilla ,",Cliente Amazon,Revisado en España el 11 de marzo de 2023,verdad k encanta levantarme cama tener recién hecho maravilla
Me ha durado 13 meses,"3,0 de 5 estrellas","Funcionó bien y era muy bonita, pero a los 13 meses pierde agua y ya no puedo utilizarla.",Yolanda,Revisado en España el 12 de marzo de 2023,funcionó bonita pierde puedo utilizarla
Esta bien,"3,0 de 5 estrellas","La cafetera está súper bien, es muy fácil de usar y es maravillosaaa, perooo le pongo 3 estrellas pq me llegó con varias partes rotas como la tapa y un poco el frente. No realice la devolución porque me adelante a quitarle las pegatinas que traía y noc si me aceptarían la devolución.",Diana isabel Bolaños villalba,Revisado en España el 17 de septiembre de 2022,súper fácil usar maravillosaaa perooo pongo estrellas pq llegó varias partes rota tapa frente realice devolución adelante quitarle pegatinas traía noc aceptarían devolución
Buena cafetera pero mucho consumo,"3,0 de 5 estrellas","La cafetera me gustó bastante, pero la devolví por el alto consumo (creo que eran 800 o 900 watt). Compré una Ufesa, igual de eficaz pero de 450 watt y feliz como una perdiz, porque no esta el precio de la electricidad para bromas.",Gabriel,Revisado en España el 2 de noviembre de 2022,gustó bastante devolví alto consumo creo watt compré ufesa igual eficaz watt feliz perdiz precio electricidad bromas
No es la misma de la foto,"3,0 de 5 estrellas","Me han mandado una que no es la misma que la de la foto,no es cecotec.Adjunto foto",Maria jose Bonilla,Revisado en España el 18 de febrero de 2023,mandado misma foto foto
Bonita pero…,"3,0 de 5 estrellas","La cafetera es sencilla y bonita pero… no calienta lo suficiente.
El cafe sale con poco sabor y olor.
Ojo! No es el cafe xq es el mismo que uso hace mucho tiempo y con mi antigua cafetera el sabor y olor era espectacular.
Si lo dejo 1 min fuera en taza ya me toca recalentarlo en el micro.
Realmente podria devolverla con todo el gusto pero ni modo.",Amazon Customer,Revisado en España el 10 de febrero de 2022,sencilla bonita calienta suficiente sale sabor olor ojo xq mismo uso tiempo antigua sabor olor espectacular dejo min taza toca recalentarlo micro realmente podria devolverla gusto modo
¿Para qué la horrible pegatina?,"3,0 de 5 estrellas","La cafetera en sí, está bien, sin más. Ni mejor ni peor que otras que he tenido, pero venía con una pegatina espantosa que cuesta horrores quitar… espero que al menos cuando acabe no quede marca.
Había elegido este modelo precisamente por el diseño y lo han estropeado con una pegatina molesta y que (pese a lo que he leído en PyR) no resulta en absoluto fácil de quitar…",Ana M.,Revisado en España el 16 de febrero de 2022,mejor peor venía pegatina espantosa cuesta horrores espero menos acabe quede marca elegido modelo precisamente diseño estropeado pegatina molesta pese leído pyr resulta absoluto fácil
Buena cafetera pero….,"3,0 de 5 estrellas",Tiene demasiada capacidad de agua para lo que cabe en el cono de café. Salpica al café muchos granulillos de café molido con lo que hay que colarlo manualmente para evitar posos.,Jota,Revisado en España el 24 de septiembre de 2022,demasiada capacidad cabe cono salpica granulillos molido colarlo manualmente evitar posos
No está mal,"3,0 de 5 estrellas","La cafetera está bien, pero no vacía el tanque tan rápido como sale el agua, por lo que sube el nivel del agua donde está el café molido y se sale, lo que provoca muchos posos en el café.",Guillermo D.,Revisado en España el 4 de julio de 2022,vacía tanque tan rápido sale sube nivel molido sale provoca posos
