title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
Tres bombas cambiadas en 1 año,"1,0 de 5 estrellas","En menos de 1 año he tenido que mandarla a reparar 2 veces, y me acaba de llegar tras la segunda ""reparación"" y, oh sorpresa, no he podido hacer el segundo café. De nuevo se queda sin presión y no es capaz de preparar el café. He probado diferentes marcas, ""grado de molido"", pongo la cantidad recomendada y ajusto sin pasarme... y de promedio preparo menos de 2 cafés al día... sigue en garantía, pero voy a solicitar el reembolso (para qué un reemplazo) porque cada vez que debo repararla estoy un par de semanas sin la cafetera + molestias de prepararla y llevarla a Correos (no tengo un centro de reparación cercano).",David F.,Revisado en España el 28 de diciembre de 2022,NEU,NEG,NEG
Muy mal funcionamiento,"1,0 de 5 estrellas","El café caía gota a gota y era imposible hacer un café sin estar apretando mínimo 5 veces el botón del café. No la recomiendo para nada, la he devuelto.",Oana,Revisado en España el 31 de enero de 2024,NEU,NEG,NEG
Peligro!!!,"1,0 de 5 estrellas","Play Video
Compré la cafetera hace casi 4 años. Antes de los 2 años, me dió un susto de muerte, salió disparado el porta. Por suerte, no estaba cerca, pero me pudo quemar el agua que saltó. La primera foto y el vídeo son de entonces. Se lo comuniqué al fabricante, y llevaron la máquina al servicio técnico. Me la devolvieron diciendo que el equipo ""funciona correctamente según los parámetros del fabricante.""
Desde entonces, cada vez que la he usado he tenido que estar vigilante, porque de vez en cuando al porta le daba por moverse mientras caía el café. Hace unos días ha vuelto a ocurrir, el porta salió disparado al suelo. Los efectos se pueden ver en la tercera foto.

Creo que hice una compra peligrosa. Y no me la vuelvo a jugar. De aquí va al punto limpio.",José Manuel,Revisado en España el 25 de octubre de 2021,NEU,NEU,NEG
UNA DE ARENA,"1,0 de 5 estrellas","La pedi en una oferta a 137€ y una semana despues llego a mi casa esta cafetera. La caja de la misma habia pasado por 20 manos. Varias veces le habian puesto y quitado etiquetas. Las esquinas machacadas. Faltaban las intrucciones. Cuando la puse en marcha, no salia agua por donde debia ya que la tiraba toda por debajo. Total, que lo mejor del pedido ha sido la devolución. Seguiremos confiando en Amazon",Cliente Amazon,Revisado en España el 13 de mayo de 2023,NEU,NEU,NEG
Muy decepcionada,"1,0 de 5 estrellas","Adquirí el artículo de segunda mano. Supuestamente se envían revisados y las condiciones más óptimas, en mi caso, era “muy bueno”. Mi sorpresa ha sido al realizar la puesta en marcha, pierde agua…!! pero mucha!! no entiendo como ponen a la venta un artículo que puede resultar incluso peligroso. Adjunto vídeo, no merece la pena.",patricia pucela,Revisado en España el 2 de agosto de 2023,NEU,NEG,NEG
Penoso decepcionante alucinante,"1,0 de 5 estrellas","El café no sale bien, el porta cuando empiezas hacer el café entra duro y cuando termina esta súper duro, hay que abrazar la cafetera para quitarlo, se quedan posos arriba pegados cuando lo quitas ,el embalaje nefasto, el porta viene en una bolsa como con un líquido pegajoso y mal oliente ,me dieron una cafetera utilizada que alguien devolvió por que no funcionaba bien,para mi un 0/0,me intentaron dar un producto usado como nuevo. No puedo decir que la cafetera es mala o buena ,por que como creo que viene ya mal de la fábrica no la podido utilizar bien,",esperanza p.,Revisado en España el 15 de enero de 2023,NEU,NEG,NEG
Muy inestable,"1,0 de 5 estrellas","Para el precio, muy inestable, no hace crema, el ""acero"" es plástico con pintura... decepcionada. No recomiendo.",Cliente Amazon,Revisado en España el 25 de febrero de 2024,NEU,NEG,NEG
CALAMIDAD,"1,0 de 5 estrellas","Funciona mal, hay que cambiar el filtro a menudo, sin caros, demasiado delicada, salta el indicador de la cal, yo vivo en Madrid y el agua no tiene cal, venden para descalificar pero todo supone un gasto, tengo una cafetera en la sierra de la misma marca desde hace 31 años y sale el café mucho mejor, UN TIMO",Marisa DTG,Revisado en España el 20 de julio de 2023,NEU,NEG,NEG
No la recomiendo…,"1,0 de 5 estrellas",Compramos hace 3 meses esta cafetera y hace 1 mes la hemos tenido que enviar al servicio técnico. Seguimos esperando y Amazon no nos da ninguna solución,Alejandro,Revisado en España el 1 de febrero de 2024,NEU,NEG,NEG
Reparación,"1,0 de 5 estrellas","5 meses después está en reparación, de la que amazon ni me informa, no es capaz de pasar de calentar leche a volver hacer café, se ha hecho la descalcificación siguiendo los pasos del vídeo de la marca y sigue en naranja los botones, llevo 20 días sin cafetera (he tenido que comprar otra claro ) NO COMPRAR",Cliente Amazon,Revisado en España el 19 de julio de 2023,NEU,NEG,NEG
Decepcionante,"1,0 de 5 estrellas","Decepcionada, llego una cafetera usada, con agua dentro d la bolsa que la embuelve y marcas de cal en el deposito, las tazas para usar dos tienen que ser como las d los cortados d un bar, sino se caen... Y si quitas esa base solo puedes poner una taza o vaso, pork sol elevados los bordes, el dosificador de cafe de uno no encaja, aun despues de hacer el cafe, se salta y t tira en cafe afuera, los dosificadores tiene un abujero tan minusculo que no cabe una aguja... Con lo cual si presionas el cafe, este ya no sale.... Y bueno os dejo unos videos y unas fotos... Me da lata porque la otra cafetera ya se me rompio hace 15 dias.. Pero seguramente la devuelva.. Porque una usada no cuesta mas de 100€ y esto e sun producto que alguien uso y devolvio.... El vendedor no se pone en clntacto para nada, asique nose como comunicarme con el, imaginense la garantia...",Yo,Revisado en España el 11 de abril de 2018,NEG,NEG,NEG
"No la compréis, sale café aguado","1,0 de 5 estrellas","Hace el café aguado, malísimo. No sé si les pasa a todas o es que me ha tocado la que viene rota o con fallos. Porque no entiendo los buenos comentarios que tiene….El café sale malísimo y aguado ,no es problema del café o de la forma de molerlo porque a continuación de hacerlo en esta cafetera, hacia café en otra que tengo usando mismo café y salía estupendo. Así que debe venir rota imagino, ya q no se comprende q otra gente ponga que sale café estupendo… pienso que venia devuelta de alguien, además solo traía dos de los tres filtros que debe traer",Cliente Amazon,Revisado en España el 11 de diciembre de 2022,NEU,NEG,NEG
Muy bonita pero poca presión. No apta para café espresso.,"1,0 de 5 estrellas","La cafetera es muy bonita y ocupa poco, lo que siempre se agradece. Sin embargo, tiene poca presión (15 bares), o la mía nunca ha funcionado bien. Ya desde el principio se atascaba de vez en cuando al poner café con molido muy fino (en otras siempre molía el café al mínimo, y ahora tengo que molerlo casi como para una cafetera de goteo). A menudo, la pones en marcha y no sale nada, solo hace ruido. La única solución es poner café poco molido... Pero, claro, en ese caso el café que obtienes no tiene nada que ver con un buen espresso.

Además, con el tiempo ha ido a peor. Pese a las descalcificaciones que hacemos cada mes o dos meses, cada día va peor, y eso que solo tiene un año y poco. No sé si es que la bomba vino defectuosa desde el principio o qué, pero no estamos nada contentos con esta cafetera.

Recomendación: comprad otro modelo si lo que queréis es café espresso.",German,Revisado en España el 11 de abril de 2021,NEU,NEG,NEG
Imposible hacer un café,"1,0 de 5 estrellas","Las cazoletas, tres, para poner el café no se pueden ajustaar a su posición final por que están mal acabadas. Compré una hace tiempo y la tuve que devolver por este motivo. Ahora he vuelto a comprar dos más, una para mi hija y otra para mí, y siguen con el mismo defecto. No ls he devuelto, sino que yo mismo he ajustado las cazoletas con papel de lija, en fin. Sin comentarios. Espero que De'Longhi si diga alguna cosa al respecto porque es un problema crónico.",Pere,Revisado en España el 11 de febrero de 2023,NEU,NEG,NEG
Descontenta,"1,0 de 5 estrellas","La compre para un regalo de reyes, pues de primeras ya el vaporizador fallaba: goteaba constantemente nada más enchufar la cafetera cuando no debería de ser así y menos si no le he dado a ninguna opción. Me tardaron en reparar este fallo un mes, pues a las 2 semanas de tenerla de nuevo en casa.. se me enchufa la luz naranja de descalcificar, me resultó demasiado pronto tener que limpiar la cafetera cuando en realidad no había tenido uso ni de 2 semanas seguidas, pues hago todo el proceso y nunca más me dejo arrancarla, se quedo con la luz naranja y tuve que reclamar por 2 vez. Así que personalmente me ha salido muy mala la cafetera, no puedo recomendarla con buenos comentarios.",maria,Revisado en España el 10 de abril de 2022,NEU,NEG,NEG
"Sin fuerza, pierde agua","1,0 de 5 estrellas","La adquirí pensando que tenía que ser una buena máquina. Robusta, con buenos acabados y de una marca cafetera sobradamente conocida. Sin embargo, pronto empezó mi decepción cuando comprobé que la máquina no tenía suficiente fuerza: perdía agua con facilidad por la parte superior de la carga. Hablé con expertos y me dijeron que debía moler el grano más grueso para que el agua pasara con mayor facilidad. Así lo hice. Y funcionó unas semanas. Pero al poco tiempo volvía a perder. Me comentaron que muchas de estas máquinas, por buenas o caras que sean, suelen tener poca fuerza y eso hace que se derrame el agua por arriba. Hoy, por hoy, pese a poner menos cantidad de café del indicado y molerlo muy grueso, tengo que sujetar la manilla hacia arriba para que la cocina no me queda hecha un desastre. Mal, muy mal.",Enric,Revisado en España el 4 de noviembre de 2021,POS,NEG,NEG
Demasiado plastico,"1,0 de 5 estrellas","Aunque la describe como de buena calidad y materiales de acero la verdad es que los complementos del aparato de contacto con el agua, el café, la espumadora … contienen demasiados plásticos y gomas.",Garajara,Revisado en España el 3 de noviembre de 2023,NEU,NEU,NEU
A los 2 años y medio se ha estropeado.,"1,0 de 5 estrellas","El aparato funciona muy bien y he estado muy contento con él... durante dos años y medio.
Al medio año de caducar la garantía pierde agua y presión por lo que ya no sirve.
Parece que cada vez ajustan mas los materiales para que duren justo lo que dura la garantía.
Es por ello que como valoración general le he puesto tan solo una estrella.",Cliente Amazon,Revisado en España el 12 de mayo de 2023,POS,NEG,NEG
Usada.. parecia vieja,"1,0 de 5 estrellas","Es la primera vez que me pasa.. la caja estaba sin precinto ..le eché un vistazo por encima y estaba con los plasticos originales.. asi que la envolvi para regalo. Pues era para mi hermana.... al abrirla ella y sacarla de la caja, estaba muy muy usada.. no se si le han dado el cambiazo.. pero nueva esta claro que no era.. ni tan siquiera reacondicionada.... un palo por la vergüenza.. aunque menos mal que era para mi hermana que hay confianza.. lo malo que me salio mas barata en amazon..y viendo que le gustó como regalo fui a un centro comercial a por la misma valiendo 80 euros mas. Por el uso en estos dias que mi hermana la ha usado esta contenta. Y de amazon bien, ya me reembolsó el importe aunque no se como podrian controlar estas cosas......",rob,Revisado en España el 1 de diciembre de 2021,NEU,NEG,NEU
Solo chasis bonito,"1,0 de 5 estrellas","Decepcionado con mayúsculas, me vino con una caja que no era la oficial, ya me extrañó, la usé dos o tres meses más o menos y peto, no salía agua ,la limpié en profundidad y nada , le hice una limpieza de cal sin éxito, se calentaba horrorosamente ,de vuelta a Amazon y devolución.",Miguel,Revisado en España el 13 de julio de 2023,NEU,NEG,NEG
Se ha estropeado a los 3 años.,"1,0 de 5 estrellas","La cafetera se ha estropeado al tercer año recién cumplido. La cafetera está muy bien cuidada, haciendo las limpiezas que solicita la máquina con los productos oficiales venidodos por la propia marca. Han pasado 3 años justos y la máquina no ha dejado de funcionar. No sale agua y hace un ruído muy fuerte.
Al llamar al servicio técnico me han dicho que no está en garantía y me tocará pagar. Aún no tengo el presupuesto, peró tener que arreglar una cafetera de 180€ al cabo de 3 años recién cumplidos no me parece normal.

Nada recomendable.",Sebastià,Revisado en España el 21 de septiembre de 2022,POS,NEG,NEG
